ID,Probability
1,0.2630929698604965
2,0.27037581920967324
3,0.1722065715748263
4,0.3006243865299827
5,0.4143136916572749
6,0.18792351619071454
7,0.2212640071165126
8,0.17599462196578336
9,0.016566197226121834
10,0.8841567437876653
11,0.018881251786476257
12,0.17403350747068844
13,0.01782822761451679
14,0.26166289182100616
15,0.1665535910784596
16,0.1637596151598343
17,0.2688423655677874
18,0.11446728426468619
19,0.6358759043459317
20,0.5579903535722756
21,0.025642405175470045
22,0.25631943678555524
23,0.05377307936551035
24,0.8850797431560173
25,0.319911127998916
26,0.10112942039513091
27,0.4430119374299513
28,0.04485654295507766
29,0.3734448399111676
30,0.10639035223755348
31,0.23700282976071382
32,0.015748259329935753
33,0.101386445788532
34,0.48304538637028466
35,0.7614932245641138
36,0.22376951174937446
37,0.16256668388038917
38,0.0941761830912451
39,0.0999406684494495
40,0.2436806407494933
41,0.8426054538782954
42,0.659497474336794
43,0.6166224861999938
44,0.05480866587223284
45,0.18428450089462953
46,0.018925996485801434
47,0.009846243814297787
48,0.06063752101673755
49,0.1235976855762751
50,0.19011551486247805
51,0.09359332839161931
52,0.19271133797040962
53,0.07461866978336466
54,0.1903224011962284
55,0.10130659531111617
56,0.42391425118069315
57,0.01930349902082748
58,0.535571435983798
59,0.5877401019232261
60,0.4723534293166958
61,0.1076411887839838
62,0.04812987936963172
63,0.17599344589153323
64,0.040376503093759245
65,0.1484312194809911
66,0.2113765284793564
67,0.08653289515000373
68,0.6201144292320537
69,0.036335193998878204
70,0.9551048591064687
71,0.12293593845203327
72,0.3994629985145361
73,0.019001308783585268
74,0.6929271245837988
75,0.13662260256765216
76,0.16045437887399028
77,0.45568834289483723
78,0.23447800927354634
79,0.1092605737565053
80,0.17739226199222585
81,0.15883666610759337
82,0.2055844107747617
83,0.47510061241995943
84,0.0275553117353716
85,0.14549236731888138
86,0.10955815104484362
87,0.2615644599175947
88,0.047144734163833926
89,0.31513819477674576
90,0.06397279131342949
91,0.4984104933591293
92,0.05971274626063634
93,0.2532692785573675
94,0.10485122465809413
95,0.012151968358091013
96,0.4149708515863954
97,0.39685527514472285
98,0.5052180884559355
99,0.10353571179602555
100,0.07053301370263865
101,0.2698090887863773
102,0.4808606213984153
103,0.02255119930989682
104,0.41941921733299214
105,0.3835269719343061
106,0.15477123960138092
107,0.7956518907412496
108,0.0930920817941532
109,0.0068578713296863015
110,0.21912289547586933
111,0.10641246254055535
112,0.25098573597994595
113,0.15693361976868345
114,0.9091140331744588
115,0.44366951065672683
116,0.11672219258502381
117,0.011973159513442955
118,0.3554049089283182
119,0.12327831264899725
120,0.08139003599948498
121,0.05490476528329735
122,0.2953397707809004
123,0.1280556924362048
124,0.9380465763953374
125,0.044353574872296145
126,0.05603169131230814
127,0.04139725985083041
128,0.04519177564864954
129,0.0238304391454696
130,0.173966282781745
131,0.17374961454305085
132,0.45315821792292516
133,0.015100832899808259
134,0.4290403372381641
135,0.1922828539132787
136,0.0284727004005176
137,0.5241909404501218
138,0.17031052133135546
139,0.04789809946262542
140,0.048083326142668026
141,0.04609903452041989
142,0.1565645754717601
143,0.08026732636898123
144,0.20943937060806628
145,0.8094806233373297
146,0.05107383623152723
147,0.028806666392591593
148,0.7073555827749745
149,0.02910483560726776
150,0.3708465211449513
151,0.019005336796735897
152,0.09370086161766074
153,0.027695416403450884
154,0.06916808905915421
155,0.1621422339952258
156,0.07027940669200544
157,0.22525104451842895
158,0.04169601032010164
159,0.3946118962114822
160,0.1114577763338787
161,0.01940507442659198
162,0.05774608300092013
163,0.06532094730842017
164,0.4517171559774052
165,0.0761425997618799
166,0.192319412334888
167,0.9526081715605167
168,0.1424134980972298
169,0.5559193321602673
170,0.09330038483003321
171,0.025664752198697797
172,0.08640630417170822
173,0.12082147103687353
174,0.1658355510068334
175,0.0818816868345574
176,0.8115521592894049
177,0.24507685826793568
178,0.5594007552759208
179,0.18567951482454767
180,0.1639580172883434
181,0.22956787627036715
182,0.02592662610544058
183,0.07100282871691994
184,0.23633214282933623
185,0.5738656468308377
186,0.055723121946328044
187,0.09691754508656418
188,0.1203146616109077
189,0.24802206944033992
190,0.10546987483742616
191,0.16488269128624675
192,0.2877729588619558
193,0.0768775207259385
194,0.46334676738248587
195,0.05042036527435781
196,0.2595104659273772
197,0.04464844010866245
198,0.07723859955078266
199,0.07890072499261605
200,0.07673277287670109
201,0.4971860024093863
202,0.3100468769022455
203,0.9282549248429498
204,0.2606203333412518
205,0.09351325497326424
206,0.05000337824343403
207,0.16215051170033448
208,0.03054024664347742
209,0.41445794342262365
210,0.05311397284523151
211,0.3633078751447045
212,0.21830765040489972
213,0.22083303581111224
214,0.04513617796497427
215,0.1110908916365471
216,0.3385192592983236
217,0.040858022764270585
218,0.18424749240229654
219,0.1850390190421032
220,0.021999184761995264
221,0.12156097432343149
222,0.1332460962749035
223,0.09300485661501845
224,0.06401899064809766
225,0.15959381661898026
226,0.3806392272947391
227,0.03254333702468979
228,0.4886696809543779
229,0.4712832631964153
230,0.8536362267750073
231,0.7849112291739128
232,0.1648862750368476
233,0.11934993618318511
234,0.07936548427712345
235,0.036107431606647096
236,0.6147504178297845
237,0.33395612320705603
238,0.02790449752880045
239,0.1237801326066518
240,0.11527964796613473
241,0.22187195764065482
242,0.15455700018817747
243,0.07601932575449998
244,0.2701958808477346
245,0.2802283886987688
246,0.07651647404687886
247,0.1350413965827564
248,0.03962593526256414
249,0.1020019420992204
250,0.770273251613624
251,0.08464977193129174
252,0.8348165672580056
253,0.012861353421680806
254,0.28104776073912036
255,0.021120121194965494
256,0.021066748316834378
257,0.18526093943331276
258,0.5400841773397185
259,0.16215141744779552
260,0.6084838599257243
261,0.05258507779671943
262,0.1370034974335729
263,0.013178890423212826
264,0.39383755883745014
265,0.46544471586203057
266,0.09499961290472766
267,0.4082012599201579
268,0.4147646281242848
269,0.7182728261172275
270,0.056206683370753185
271,0.1752759278250955
272,0.5246765961116461
273,0.05241593162196282
274,0.06635337781534698
